0,1,2,3,Date
0.9241973415899483,-0.4234682084936564,0.6620828350478366,0.36532488426846627,2020-04-10
0.3961398592085536,1.7812624931752672,-0.7444018415165928,-0.7574718346268459,2020-04-12
2.3369951300192766,0.03549502829658022,1.2884503168427566,-0.7143620043718547,2020-04-26
-1.2988171263125436,-3.0800157394594017,-0.5747597880812033,-0.7875070440220576,2020-09-15
-0.7496016412365106,-0.721338110177103,-1.1465132659911466,1.090055771433527,2020-10-12
-0.9423144072450427,0.5036311953786076,0.5679955074706138,-0.35208518853181314,2020-11-07
1.1356597075701074,1.3673966836385512,0.31148029419642564,-0.2982235023611872,2021-01-07
1.037444973650496,-0.6174909100491756,0.6560041152467352,-1.875279601913341,2021-02-22
1.6304657422109776,0.6912260471778103,1.140040757652639,-0.5615471375541641,2021-04-13
-2.259034323255423,0.9972885213536906,0.15344711017763246,0.5960404880639244,2021-07-31
0.8145925013452899,1.6377664715423312,1.3210443201553397,0.7878877738414439,2021-10-04
1.5351427958052954,0.39209895563092123,-0.3366735272100979,0.6690214394372664,2021-10-10
0.6983692409183855,1.3370910099151638,-1.0712904398986014,0.28456797923169985,2021-11-27
0.13365324667018288,-0.9134253102842748,0.7763947521915954,-0.460391044335894,2021-12-12
0.3352217329104637,1.3899570354976203,0.7234207476495814,0.5398256336017606,2021-12-20
-0.0812029032051715,-1.0685353906420934,0.37118766241968204,-0.06889727146908076,2022-03-18
-0.8724603796893426,-0.8149905178063368,-0.967685950251907,1.2168155045342581,2022-03-30
0.30673355031542204,-0.2996833456468111,3.020045456100285,0.6101129177656649,2022-06-13
-3.4535894869093102,1.8241770544348104,-0.22584911654857093,0.48465867123868406,2022-08-18
0.9834844945266498,0.3939168062975543,-0.8750019109915703,-0.041342819961817115,2022-10-11
