0,1,2,3,Date
-0.008403805311899132,-1.0012783694401002,-2.095758913824104,1.7724956604325477,2020-02-23
0.44670972838424927,-0.9927134943013242,0.08264896192612357,1.138641961567684,2020-03-23
1.0765566201194543,-1.3928488943061754,-0.6207507184807072,0.8725234097662743,2020-12-24
-0.21368276134666717,-1.4403940224550325,0.4437122502668039,-0.08696607381934943,2021-01-26
-0.34180723193961804,-0.46729443051920494,-0.9857895068482888,1.3236341052434715,2021-01-27
1.1605087289741907,0.13042889912311445,-0.1849166345252425,-0.7607648365328484,2021-04-02
0.7908260308267139,-2.7276891859741155,-1.2238014400055983,0.24512663675627566,2021-07-13
1.1686002330603138,1.638872770790584,-0.9972013855817358,0.35671329581685257,2021-08-02
-0.42776771176711603,1.6125350639030154,-1.4478815970005248,0.6712711564875466,2021-10-07
-0.19823509254474533,-0.08287157421018722,0.5152844806659539,1.2574710894622017,2021-10-13
-1.4637348615329393,1.4317871549672299,-0.2313707624196001,-0.8969765084484788,2021-11-17
-0.5414464490773162,0.7606201252986721,-0.3247775015806489,1.5552820497801272,2021-12-01
0.7913443905292274,-0.0069763117220817805,0.49520690232247083,-0.7454047378314936,2021-12-22
-0.02486059212197605,-0.5838509687417622,0.6187631687926826,-0.4169720576914372,2021-12-22
-0.15744337238439685,-1.8441879603107965,0.24635780086781975,0.13387488388350027,2021-12-27
0.7009983783618294,-1.296940221186332,0.2539502995878516,-0.07230746833004387,2022-05-31
-0.054720011390603555,-0.06027181621209374,-0.7098151158178487,-1.2642039672707628,2022-06-27
1.2690372179500389,-0.5375589464826962,0.028439756189452294,0.36155701537059853,2022-07-07
-0.23551318559863293,-1.6439800045525848,-0.29402727397021206,-0.6510575686744122,2022-07-21
-0.4295316848288108,-0.305387861425779,-2.293552461783894,-0.2089026618064481,2022-11-20
